Content Type,Date,Program,Segment Description,Speaker Description,Speaker Name,Subtitle,affiliation,Processed,Sentiment,Certainty
O-Ton,2023-06-15,tagesschau,"(zur deutschenVerpflichtung, bis 2045 klimaneutral zu sein; ""für einen Austausch dieser riesigen Klimaflotte ist es eigentlichviel zu spät"")","Bundesministerin für Wohnen, Stadtentwicklung und Bauwesen/SPD",Klara Geywitz,geht der Entwurf des Heizungsgesetzes in die zustaendigen Ausschuesse.,SPD,gehen Entwurf Heizungsgesetz zustaendig ausschuesse,positive,0.9999860525131226
O-Ton,2023-05-15,tagesschau,"(zum geplanten Heizungsgesetz: ""Wir wollen die soziale Förderung auf denWeg bringen, das heißt auch Förderung gestaffelt nach Einkommen. Wir werden als SPD darauf achten,dass der Mieterschutz gestärkt wird. Es kann nicht sein, dass die Kosten am Ende auf die Mieter umgelegtwerden"")",Vorsitzender SPD,Lars Klingbeil,"Wir werden als SPD darauf achten, dass der Mieterschutz gestaerkt wird.",SPD,SPD darauf achten Mieterschutz staerken,positive,0.999985933303833
O-Ton,2023-05-24,tagesthemen,"(Wo sind die Vorschläge, das Thema Wärmevon der CDU zu beantworten?)",stellvertretender Fraktionsvorsitzender SPD,Matthias Miersch,Die FDP sendet derweil Friedenssignale Richtung Gruene.,SPD,FDP senden derweil friedenssignal Richtung gruen,positive,0.9999854564666748
O-Ton,2023-06-27,tagesschau,"(Das Entscheidende ist, dass wir Klimaschutzund sozialen Zusammenhalt wirklich in diesem Gesetz abbilden, dass wir niemanden überfordern und zeitlichdie kommunale Ebene mit in den Blick nehmen)",stellvertretender Fraktionsvorsitzender SPD,Matthias Miersch,und sozialen Zusammenhalt in diesem Gesetz abbilden.,SPD,sozial Zusammenhalt Gesetz abbilden,positive,0.9999853372573853
O-Ton,2023-06-12,tagesthemen,"(FrühzeitigeInformationen an die Bürger, wo das Fernwärmenetz ausgebaut werden soll, sind wichtig.)","SPD/Bundesministerin für Wohnen, Stadtentwicklung und Bauwesen",Klara Geywitz,in dieser Woche in den Bundestag eingebracht werden.,SPD,Woche Bundestag einbringen,positive,0.9999850988388062
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Niemand ist heute mit einer ÈOl- oder Gasheizung gut beraten.,SPD,niemand heute èol Gasheizung gut beraten,positive,0.9999833106994629
O-Ton,2023-04-02,tagesschau,"(EineAbwrackprämie, die die alten Modelle als Erstes vom Markt nimmt, ist durchaus sinnvoll; Prämie wäretechnologieoffen, der Hausbesitzer kann entscheiden, wofür er sie einsetzt)","Bundesministerin für Wohnen, Stadtentwicklung und Bauwesen/SPD [ZDF]",Klara Geywitz,"d.h. der Hausbesitzer kann entscheiden, wofuer er sie einsetzt.",SPD,dh Hausbesitzer entscheiden Wofuer einsetzen,positive,0.9999829530715942
O-Ton,2023-04-02,tagesschau,"(EineAbwrackprämie, die die alten Modelle als Erstes vom Markt nimmt, ist durchaus sinnvoll; Prämie wäretechnologieoffen, der Hausbesitzer kann entscheiden, wofür er sie einsetzt)","Bundesministerin für Wohnen, Stadtentwicklung und Bauwesen/SPD [ZDF]",Klara Geywitz,"d.h. der Hausbesitzer kann entscheiden, wofuer er sie einsetzt.",SPD,dh Hausbesitzer entscheiden Wofuer einsetzen,positive,0.9999829530715942
O-Ton,2023-04-20,tagesthemen,"(Leichter Rückgang bei den hohen Baukosten für Eigenheime, über staatlicheFördermaßnahmen für Familien im Eigentumserwerb, für Genossenschaften, für den Bau von Azubi- undStudentenwohnheimen; über Maßnahmen, den Wohnungsbau preiswerter zu machen, über Gespräche vonBundesfinanzminister Christian Lindner, einen niedrigen Grunderwerbssteuersatz für das erste eigengenutzteHaus festzulegen; über den großen Wohnungsbedarf, gestiegene Baukosten und Zinsen; über Regelungenzum neuen Heizungsgesetz und staatlichen Fördermaßnahmen; über das bisher nicht erreichte Ziel derAmpel-Regierung, deutlich mehr Sozialwohnungen zu bauen; Ablehnung eines Sondervermögens für dieBaubranche wegen der damit verbundenen Schulden)",über staatliche,Klara Geywitz (Leichter Rückgang bei den hohen Baukosten für Eigenheime,Es ist das groesste Programm seit der Wiedervereinigung.,SPD,groes Programm seit Wiedervereinigung,positive,0.9999822378158569
O-Ton,2023-04-02,tagesschau,"(EineAbwrackprämie, die die alten Modelle als Erstes vom Markt nimmt, ist durchaus sinnvoll; Prämie wäretechnologieoffen, der Hausbesitzer kann entscheiden, wofür er sie einsetzt)","Bundesministerin für Wohnen, Stadtentwicklung und Bauwesen/SPD [ZDF]",Klara Geywitz,die die alten Modelle als erste vom Markt nimmt.,SPD,alt Modell erster Markt nehmen,positive,0.9999809265136719
O-Ton,2023-09-10,tagesschau,"(zu Rechtsextremismus in der AfD: ""Ich finde Björn Höcke hat sich sehr gut entwickelt"")",,Alice Weidel,Bjoern Hoecke hat sich sehr gut entwickelt.,AFD,Bjoer hoeck gut entwickeln,negative,0.9938706159591675
O-Ton,2023-05-12,tagesthemen,(29.04.2023),Bundessprecherin AfD,Archivmaterial (29.04.2023): Alice Weidel,"es freut mich so, hier zu sein.",AFD,freuen,negative,0.8661038279533386
O-Ton,2023-05-12,tagesthemen,"(zum Heizungsgesetz: ""Wir haben nicht genügendWärmepumpen, wir haben nicht genügend Handwerker, wir haben nicht genügend Strom und die Menschenhaben schon gar nicht genügend Geld, um diesen Wahnsinn zu bezahlen"")",Fraktion AfD,Archivmaterial: Marc Bernhard,"Und die Menschen haben nicht genuegend Geld,",AFD,Mensch genuegend Geld,neutral,0.9377292394638062
O-Ton,2023-09-10,tagesschau,"(zur Teilnahme des Co-Vorsitzenden Chrupalla am Empfang desrussischen Botschafters am Jahrestag des Sieges über Nazi-Deutschland: ""Die Niederlage des eigenenLandes zu befeiern mit einer ehemaligen Besatzungsmacht, das ist etwas, wo ich für mich persönlichentschieden habe, auch mit der Fluchtgeschichte meines Vaters, daran nicht teilzunehmen"")",Bundessprecherin AfD,Alice Weidel,Weidel spart nicht mit Kritik an der Ampel-Koalition:,AFD,Weidel sparen Kritik Ampelkoalition,neutral,0.8405459523200989
O-Ton,2023-09-10,tagesschau,"(verbindet Rücktrittsforderung an Kanzler Scholz mit dem umstrittenenHeizungsgesetz/Gebäudeenergiegesetz: ""Es wäre wichtig, dass dieser Kanzler, der die Mehrheiten verlorenhat, im deutschen Volk, in der Bevölkerung, den Weg frei macht für Neuwahlen"")",,Alice Weidel,Und sie formuliert einen Fuehrungsanspruch ihrer Partei.,AFD,formulieren Fuehrungsanspruch Partei,positive,0.9999912977218628
O-Ton,2023-05-12,tagesthemen,"(zum Heizungsgesetz: ""Wir haben nicht genügendWärmepumpen, wir haben nicht genügend Handwerker, wir haben nicht genügend Strom und die Menschenhaben schon gar nicht genügend Geld, um diesen Wahnsinn zu bezahlen"")",Fraktion AfD,Archivmaterial: Marc Bernhard,Die AfD ist die Speerspitze des Kampfes gegen die Gruenen.,AFD,afd Speerspitze Kampf gruen,positive,0.9999911785125732
O-Ton,2023-09-10,tagesschau,"(zur Teilnahme des Co-Vorsitzenden Chrupalla am Empfang desrussischen Botschafters am Jahrestag des Sieges über Nazi-Deutschland: ""Die Niederlage des eigenenLandes zu befeiern mit einer ehemaligen Besatzungsmacht, das ist etwas, wo ich für mich persönlichentschieden habe, auch mit der Fluchtgeschichte meines Vaters, daran nicht teilzunehmen"")",Bundessprecherin AfD,Alice Weidel,Die Kritik aeussert sie aber nicht wegen des russischen Angriffskrieges.,AFD,Kritik aeusseren wegen russisch angriffskrieg,positive,0.9999896287918091
O-Ton,2023-06-15,tagesthemen,"(""Wir sollen also heute über einen toten Gesetzentwurf debattieren, der inkeiner Weise enthält, was später Gesetz werden soll. Die Regierung will hier einen Blankoscheck, das darfnicht auf die Tagesordnung"")",Fraktion AfD,Bernd Baumann,Wir sollen heute ueber einen toten Gesetzesentwurf debattieren.,AFD,sollen heute ueber tot Gesetzesentwurf debattieren,positive,0.9999886751174927
O-Ton,2023-06-15,tagesschau,"(Kritik daran, dass die Bundesregierung ihren unveränderten Referentenentwurfaus dem April in den Bundestag einbringt, ""bei dem sie schon selber festgestellt haben, dass er untauglich15.11.2023 09:44 Seite 22 von 36 NDR Copyright (c) 2004",Fraktion AfD,Marc Bernhard,"Sie hatten selber festgestellt, dass er nicht umsetzbar ist.",AFD,selber feststellen umsetzbar,positive,0.9999681711196899
O-Ton,2023-05-12,tagesthemen,"(zum Heizungsgesetz: ""Wir haben nicht genügendWärmepumpen, wir haben nicht genügend Handwerker, wir haben nicht genügend Strom und die Menschenhaben schon gar nicht genügend Geld, um diesen Wahnsinn zu bezahlen"")",Fraktion AfD,Archivmaterial: Marc Bernhard,Die Gruenen werden als die draengende Kraft,AFD,gruen draengend Kraft,positive,0.9999674558639526
O-Ton,2023-05-12,tagesthemen,(29.04.2023),Bundessprecherin AfD,Archivmaterial (29.04.2023): Alice Weidel,"Weidel war diejenige, die Hoecke aus der Partei ausschliessen wollte.",AFD,Weidel diejenige Hoeck Partei ausschliessen,positive,0.9999533891677856
O-Ton,2023-05-12,tagesthemen,(29.04.2023),Bundessprecherin AfD,Archivmaterial (29.04.2023): Alice Weidel,Weidel-Hoecke Arm in Arm ist eine Zaesur.,AFD,weidelhoecken arm arm Zaesur,positive,0.9999165534973145
O-Ton,2023-06-15,tagesthemen,"(""Wir sollen also heute über einen toten Gesetzentwurf debattieren, der inkeiner Weise enthält, was später Gesetz werden soll. Die Regierung will hier einen Blankoscheck, das darfnicht auf die Tagesordnung"")",Fraktion AfD,Bernd Baumann,sondern diesen endlich in den Bundestag bringen.,AFD,endlich Bundestag bringen,positive,0.9997759461402893
O-Ton,2023-09-10,tagesschau,"(zur Teilnahme des Co-Vorsitzenden Chrupalla am Empfang desrussischen Botschafters am Jahrestag des Sieges über Nazi-Deutschland: ""Die Niederlage des eigenenLandes zu befeiern mit einer ehemaligen Besatzungsmacht, das ist etwas, wo ich für mich persönlichentschieden habe, auch mit der Fluchtgeschichte meines Vaters, daran nicht teilzunehmen"")",Bundessprecherin AfD,Alice Weidel,Die Niederlage des eigenen Landes zu befeiern,AFD,Niederlage eigen Land befeiern,positive,0.9997727274894714
O-Ton,2023-06-15,tagesschau,"(Kritik daran, dass die Bundesregierung ihren unveränderten Referentenentwurfaus dem April in den Bundestag einbringt, ""bei dem sie schon selber festgestellt haben, dass er untauglich15.11.2023 09:44 Seite 22 von 36 NDR Copyright (c) 2004",Fraktion AfD,Marc Bernhard,bringen Sie Ihren unveraenderten Referentenentwurf aus dem April ein.,AFD,bringen unveraendert Referentenentwurf April,positive,0.9997528195381165
O-Ton,2023-09-10,tagesschau,"(zu Rechtsextremismus in der AfD: ""Ich finde Björn Höcke hat sich sehr gut entwickelt"")",,Alice Weidel,Vor Jahren wollte auch Weidel Hoecke aus der Partei ausschliessen Ð,AFD,Jahr weidel hoeck Partei ausschliessen ð,positive,0.9990167617797852
O-Ton,2023-09-10,tagesschau,"(zur Teilnahme des Co-Vorsitzenden Chrupalla am Empfang desrussischen Botschafters am Jahrestag des Sieges über Nazi-Deutschland: ""Die Niederlage des eigenenLandes zu befeiern mit einer ehemaligen Besatzungsmacht, das ist etwas, wo ich für mich persönlichentschieden habe, auch mit der Fluchtgeschichte meines Vaters, daran nicht teilzunehmen"")",Bundessprecherin AfD,Alice Weidel,"auch mit der Fluchtgeschichte meines Vaters, daran nicht teilzunehmen.",AFD,Fluchtgeschichte Vater daran teilnehmen,positive,0.9986740350723267
O-Ton,2023-05-12,tagesthemen,(09.05.2023),Fraktionsvorsitzender/AfD,Archivmaterial (09.05.2023): Tino Chrupalla,"Das erzeugt Verunsicherung, die die AfD gern nutzt Ð",AFD,erzeugen Verunsicherung afd gern nutzen ð,positive,0.9983463287353516
O-Ton,2023-05-24,tagesschau,"(Jetzt muss auch dieser ""Heizungs-Hammer"" weg; es ist doch völlig absurd,dass den Menschen ""verboten werden soll mit Gas zu heizen)",Fraktion AfD,Marc Bernhard,Jetzt muss auch dieser Heizungshammer weg - komplett.,AFD,Heizungshammer Weg   komplett,positive,0.9981253743171692
O-Ton,2023-06-30,tagesschau,(Das kann man nicht durchdrücken wie in einer Monarchie),Fraktion Die Linke,Klaus Ernst,"Das kann man nicht durchdruecken, wie in einer Monarchie.",Die Linke,durchdruecken Monarchie,neutral,0.9868953824043274
O-Ton,2023-05-23,tagesthemen,"(Wenn man so will, hat FDP heute demBundeskanzler den Stinkefinger gezeigt; das ist ein Vorgang, den kennt man sonst von Koalitionen dreiMonate vor Bundestagswahl; Olaf Scholz sollte jetzt mal die Notbremse ziehen)",Erster Parlamentarischer Geschäftsführer Die Linke,Jan Korte,"""Egal, was ihr moechtet, wir machen das nicht!""",Die Linke,egal moechten,neutral,0.9752238392829895
O-Ton,2023-09-08,tagesschau,"(Sie müssen Mietern ein Versprechen geben, keinen Euromehr Warmmiete für dieses Gesetz)",Fraktionsvorsitzender Die Linke,Dietmar Bartsch,"""Kein Euro mehr Miete fuers Gesetz."" Aber das wollen Sie nicht.",Die Linke,Euro mehr miete Fuers Gesetz,neutral,0.9737597107887268
O-Ton,2023-09-08,tagesschau,"(Sie müssen Mietern ein Versprechen geben, keinen Euromehr Warmmiete für dieses Gesetz)",Fraktionsvorsitzender Die Linke,Dietmar Bartsch,"Wer warum finanzielle Hilfe fuer die Sanierung bekomme,",Die Linke,wer warum finanziell Hilfe Fuer Sanierung bekommen,neutral,0.9432030916213989
O-Ton,2023-09-08,tagesthemen,(Der Gesetzentwurf ist angenommen),Vizepräsidentin Deutscher Bundestag/Die Linke,Petra Pau,Im Koalitionsvertrag der Ampel-Parteien steht der Einstieg,Die Linke,Koalitionsvertrag Ampelparteie stehen Einstieg,positive,0.9999884366989136
O-Ton,2023-05-23,tagesthemen,"(Wenn man so will, hat FDP heute demBundeskanzler den Stinkefinger gezeigt; das ist ein Vorgang, den kennt man sonst von Koalitionen dreiMonate vor Bundestagswahl; Olaf Scholz sollte jetzt mal die Notbremse ziehen)",Erster Parlamentarischer Geschäftsführer Die Linke,Jan Korte,Wir sind bei der Haelfte der Legislatur.,Die Linke,haelfte Legislatur,positive,0.9999794960021973
O-Ton,2023-06-30,tagesthemen,"(Dass mit der Brechstange Klimagesetze durchgedrückt werden sollen, ohneausführliche Diskussion mit Sachverständigen, ohne Einbeziehung der Bürger und nachdem das einbesonderes Gesetz ist, das hohe Wellen geschlagen hat)",Fraktion Die Linke,Klaus Ernst,"Und nachdem das ein Gesetz ist, das hohe Wellen geschlagen hat.",Die Linke,nachdem Gesetz hoch Welle schlagen,positive,0.99988853931427
O-Ton,2023-06-30,tagesthemen,"(Dass mit der Brechstange Klimagesetze durchgedrückt werden sollen, ohneausführliche Diskussion mit Sachverständigen, ohne Einbeziehung der Bürger und nachdem das einbesonderes Gesetz ist, das hohe Wellen geschlagen hat)",Fraktion Die Linke,Klaus Ernst,"Wellen, die sogar die gesamte Bundesregierung bedroht haben.",Die Linke,wellen sogar gesamt Bundesregierung bedrohen,positive,0.9998693466186523
O-Ton,2023-05-22,tagesschau,"(Die Förderprogramme, die jetzt diskutiert werden, müssen nachEinkommensklassen gestaffelt sein, um soziale Gerechtigkeit walten zu lassen)",Vorsitzender Die Linke,Martin Schirdewan,Die FDP verlangt einen komplett neuen Gesetzentwurf.,Die Linke,FDP verlangen komplett neu Gesetzentwurf,positive,0.999683141708374
O-Ton,2023-05-24,tagesschau,"(Bauministerin Geywitz und der SPD fällt erst jetzt auf,dass die Mehrkosten für die Wärmepumpen und die notwendigen Umbauten in Mehrfamilienhäusern auf dieMieter abgewälzt werden, und dadurch die Mieten massiv steigen)",Fraktionsvorsitzende Die Linke,Amira Mohamed Ali,dass die Mehrkosten auf die Mieten abgewaelzt werden wird.,Die Linke,mehrkoster Miete abgewaelzt,positive,0.999619722366333
O-Ton,2023-05-23,tagesthemen,"(Wenn man so will, hat FDP heute demBundeskanzler den Stinkefinger gezeigt; das ist ein Vorgang, den kennt man sonst von Koalitionen dreiMonate vor Bundestagswahl; Olaf Scholz sollte jetzt mal die Notbremse ziehen)",Erster Parlamentarischer Geschäftsführer Die Linke,Jan Korte,Auch die Kanzler-Partei bekommt den Konflikt nicht eingefangen.,Die Linke,Kanzlerpartei bekommen Konflikt eingefangen,positive,0.9989495873451233
O-Ton,2023-05-15,tagesschau,"(""Es ist ein Grund zur Freude für die gesamte Partei ... DiesesErgebnis wird uns entsprechend auch Rückenwind geben für die gesamte Partei"")",Vorsitzender Die Linke,Martin Schirdewan,Es ist ein Grund zur Freude fuer die gesamte Partei.,Die Linke,Grund Freude Fuer gesamt Partei,positive,0.9989192485809326
O-Ton,2023-05-15,tagesschau,"(""Es ist ein Grund zur Freude für die gesamte Partei ... DiesesErgebnis wird uns entsprechend auch Rückenwind geben für die gesamte Partei"")",Vorsitzender Die Linke,Martin Schirdewan,Die CDU hatte sich in Bremen noch mehr erhofft.,Die Linke,CDU Bremen mehr erhoffen,positive,0.9952255487442017
O-Ton,2023-06-15,tagesthemen,(befürchtet eine stärkere Belastung von Mietern durch den Gesetzentwurf),Fraktion Die Linke,Caren Lay,Sie stehen schon mit dem Ruecken zur Wand.,Die Linke,stehen schon ruecken Wand,positive,0.9907281398773193
O-Ton,2023-05-24,tagesschau,"(Bauministerin Geywitz und der SPD fällt erst jetzt auf,dass die Mehrkosten für die Wärmepumpen und die notwendigen Umbauten in Mehrfamilienhäusern auf dieMieter abgewälzt werden, und dadurch die Mieten massiv steigen)",Fraktionsvorsitzende Die Linke,Amira Mohamed Ali,"Die Liberalen, die gestern kaum mit Kritik sparten,",Die Linke,liberal gestern kaum Kritik Sparte,positive,0.9678449034690857
O-Ton,2023-05-23,tagesthemen,"(Wenn man so will, hat FDP heute demBundeskanzler den Stinkefinger gezeigt; das ist ein Vorgang, den kennt man sonst von Koalitionen dreiMonate vor Bundestagswahl; Olaf Scholz sollte jetzt mal die Notbremse ziehen)",Erster Parlamentarischer Geschäftsführer Die Linke,Jan Korte,Das kennt man sonst nur drei Monate vor der Bundestagswahl.,Die Linke,kennen drei Monat Bundestagswahl,positive,0.9601274132728577
O-Ton,2023-05-15,tagesschau,"(""Es ist ein Grund zur Freude für die gesamte Partei ... DiesesErgebnis wird uns entsprechend auch Rückenwind geben für die gesamte Partei"")",Vorsitzender Die Linke,Martin Schirdewan,Dieses Ergebnis wird uns Rueckenwind fuer die gesamte Partei geben.,Die Linke,Ergebnis Rueckenwind Fuer gesamt Partei geben,positive,0.9576218128204346
O-Ton,2023-06-30,tagesthemen,"(Dass mit der Brechstange Klimagesetze durchgedrückt werden sollen, ohneausführliche Diskussion mit Sachverständigen, ohne Einbeziehung der Bürger und nachdem das einbesonderes Gesetz ist, das hohe Wellen geschlagen hat)",Fraktion Die Linke,Klaus Ernst,"... dass mit der Brechstange, Klimagesetze durchgedrueckt werden.",Die Linke,  Brechstange klimagesetze durchgedruecken,positive,0.5093521475791931
O-Ton,2023-09-08,tagesthemen,"(""Jetztist der Punkt erreicht, wo endlich die schweigende große Mehrheit dieses Landes sich die Demokratie wiederzurückholen muss und denen in Berlin sagen: Ihr habt's wohl den Arsch offen da oben"")",Minister für Wirtschaft und Energie Bayern/Freie Wähler,Archivmaterial 10.06.2023: Hubert Aiwanger,"Und denen in Berlin sagen: ""Ihr habt den Arsch offen da oben.""",Freie Wähler,Berlin sagen Arsch offen oben,neutral,0.8736607432365417
O-Ton,2023-06-19,tagesthemen,"(""Und jetzt ist derPunkt erreicht, wo endlich die schweigende große Mehrheit dieses Landes sich die Demokratie wiederzurückholen muss"")",Minister für Wirtschaft und Energie Bayern/Freie Wähler,10.06.2023: Hubert Aiwanger,"Nachdem er zu Beginn lautstark ausgebuht worden war, rief er:",Freie Wähler,nachdem Beginn Lautstark ausgebuht rufen,positive,0.9999775886535645
O-Ton,2023-09-08,tagesthemen,"(""Jetztist der Punkt erreicht, wo endlich die schweigende große Mehrheit dieses Landes sich die Demokratie wiederzurückholen muss und denen in Berlin sagen: Ihr habt's wohl den Arsch offen da oben"")",Minister für Wirtschaft und Energie Bayern/Freie Wähler,Archivmaterial 10.06.2023: Hubert Aiwanger,"Die in Berlin einigen sich wenige Tage spaeter, es ist Juni.",Freie Wähler,Berlin weniger Tag spaet Juni,positive,0.9948751330375671
O-Ton,2023-06-19,tagesthemen,"(""Und jetzt ist derPunkt erreicht, wo endlich die schweigende große Mehrheit dieses Landes sich die Demokratie wiederzurückholen muss"")",Minister für Wirtschaft und Energie Bayern/Freie Wähler,10.06.2023: Hubert Aiwanger,"Ich will nur eines sagen, die buergerliche Mitte",Freie Wähler,sagen buergerlich Mitte,positive,0.5294991731643677
